Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.875487325359;0.00623440326667;8;[33];[4];[2];[32];nan
0.0110599080646;0.0127769848999;6;[35, 56];[4, 4];[5, 5];[20];0.44827586206896547
0.109856470646;0.197221903261;6;[34];[3];[5];[25, 5];0.42028985507246375
0.130403918484;0.0467223184964;8;[31];[3];[10];[27];0.41935483870967744
0.142631635604;0.163044956268;4;[40, 27];[2, 2];[2, 5];[66, 45];0.4142857142857143
0.0539737248735;0.0255221245514;9;[58, 42];[4, 3];[10, 2];[31, 5, 4];0.41379310344827586
0.0274443915311;0.310272670085;10;[60];[4];[2];[99, 45];0.41025641025641024
0.00778478505488;0.0857640069288;9;[16, 43];[4, 2];[10, 10];[13];0.4076433121019108
0.105914982374;0.00333696233926;8;[21];[3];[2];[50, 18];0.4
0.181155163193;0.0261501538001;2;[17, 55];[2, 4];[2, 2];[14, 11, 9];0.3975903614457832
0.0479589359587;0.125638057676;5;[52];[4];[2];[5, 5, 5];0.39655172413793105
0.1956460385;0.0884045861578;5;[13, 53];[4, 4];[2, 5];[83, 5];0.39195979899497496
0.270686659254;0.335255414726;7;[21, 40];[4, 3];[10, 5];[98];0.3888888888888889
0.0793025841938;0.118471866544;5;[33];[4];[2];[22, 5];0.38323353293413176
0.00645312594504;0.648685151571;7;[38, 15];[3, 2];[5, 10];[60, 54, 19];0.3829787234042553
0.0308170319583;0.273126468934;7;[53, 33];[2, 4];[2, 2];[71];0.37931034482758624
0.187026728514;0.140423052558;9;[30, 31];[4, 4];[2, 5];[53];0.37575757575757573
0.0351416047013;0.0481229860507;2;[48];[4];[10];[92, 36, 33];0.37554585152838427
0.0290129004847;0.230494247627;9;[36];[4];[5];[77, 71, 18];0.375
0.550531785173;0.00552507543092;1;[36, 55];[3, 2];[5, 5];[83, 47];0.37383177570093457
0.662339838047;0.0734207566954;6;[15, 26];[4, 3];[2, 5];[85, 80];0.373015873015873
0.506804937738;0.101321856174;8;[35];[2];[10];[21, 19];0.37037037037037035
0.0156253448646;0.0639230667274;8;[47, 19];[2, 4];[2, 5];[63];0.36
0.0180242110294;0.214709769776;4;[22, 44];[4, 2];[2, 5];[58];0.35071090047393366
0.00627882099956;0.00673293674304;9;[48];[3];[2];[86, 23, 20];0.34965034965034963
0.862684745639;0.0721377495888;5;[42, 58];[3, 3];[10, 5];[57];0.34408602150537637
0.0149149542823;0.0121641464861;4;[32];[3];[10];[66, 30];0.33628318584070793
0.166316091926;0.0128788163497;8;[34, 57];[2, 4];[5, 10];[26, 6];0.33333333333333337
0.00517137829861;0.0427019258685;10;[49, 38];[3, 2];[10, 10];[36, 21];0.3247863247863248
0.0177584364221;0.0111661489165;3;[37, 21];[2, 3];[10, 2];[67, 48];0.3241106719367589
0.130129175265;0.0538316952919;8;[23];[3];[2];[70, 17, 16];0.32298136645962733
0.0973551646351;0.0139400943713;5;[53, 49];[2, 3];[10, 2];[85, 50];0.32061068702290074
0.00921201796389;0.184005312526;10;[22, 14];[2, 4];[10, 5];[33, 30, 17];0.31999999999999995
0.193672172632;0.0114856739854;2;[33];[4];[5];[29, 6, 4];0.3194444444444445
0.0105074448857;0.113012851351;8;[40];[3];[5];[94, 83];0.31932773109243695
0.72282017394;0.0964293779588;5;[60];[4];[2];[73, 35];0.3161512027491409
0.273435334155;0.0520494488827;10;[16];[4];[10];[63, 26];0.3157894736842105
0.02274283107;0.0735078315885;4;[45, 36];[2, 4];[5, 10];[42, 30, 19];0.3157894736842105
0.405066440802;0.0122397662577;10;[18];[3];[5];[18, 12];0.31372549019607837
0.00937752843012;0.0702355696543;3;[56, 47];[3, 4];[2, 2];[69, 40, 24];0.3108108108108108
0.0652791520369;0.047137001388;8;[24, 56];[2, 4];[5, 2];[26, 14, 11];0.3089430894308943
0.24990934959;0.0428483481516;5;[20, 33];[2, 2];[10, 10];[37, 27];0.3088235294117647
0.0293644001692;0.00804387095221;6;[45];[2];[10];[59, 36, 22];0.30769230769230765
0.54881018724;0.00828580867171;3;[24];[2];[5];[29, 28, 16];0.3063063063063063
0.032431364141;0.127928240666;7;[17, 13];[2, 3];[2, 10];[96, 44];0.30508474576271183
0.170716981851;0.0209781369896;10;[15];[3];[5];[54, 12];0.30452674897119336
0.524020164028;0.0119171059391;3;[49];[4];[2];[11, 8];0.303886925795053
0.0222227187335;0.0217363316351;4;[25, 14];[2, 4];[5, 5];[98, 44, 23];0.3035714285714285
0.0142998779967;0.0042748889958;10;[46, 53];[2, 2];[2, 2];[98, 57, 32];0.29565217391304344
0.0408440178011;0.128804142532;8;[54, 39];[2, 2];[2, 10];[49, 20, 12];0.29565217391304344
0.0518438095377;0.00712296198496;2;[51, 27];[3, 3];[2, 10];[40, 35, 23];0.2948717948717949
0.104994740967;0.0265502614515;9;[17, 24];[4, 3];[5, 10];[91];0.2935779816513761
0.450609966368;0.0081420385098;10;[14];[2];[2];[92, 5];0.2918454935622317
0.00969781996439;0.00492046986398;8;[18, 30];[2, 4];[10, 2];[88, 47];0.28571428571428575
0.194422194655;0.0047601510774;1;[19, 41];[3, 4];[10, 10];[55];0.2777777777777778
0.0587000416321;0.304610220199;4;[32, 50];[4, 4];[10, 10];[92, 32, 26];0.2772277227722772
0.690927443255;0.0932359171405;4;[14];[4];[5];[77, 64];0.27717391304347827
0.515323164269;0.205168809896;7;[45];[3];[2];[43, 6, 5];0.270042194092827
0.0239862286737;0.0323450032498;3;[23, 11];[2, 3];[10, 2];[69, 18];0.262135922330097
0.0208789407099;0.0831840655755;6;[22];[3];[2];[47];0.2540983606557377
0.0239315059993;0.0509341927696;2;[12, 59];[2, 4];[5, 2];[55, 39, 39];0.23783783783783782
0.011536984057;0.0145826147179;6;[44];[2];[10];[73, 42, 26];0.22598870056497175
0.00419496465934;0.0364694561479;7;[41];[4];[2];[76, 16];0.22072072072072071
0.0294771782512;0.302048415761;2;[32];[4];[10];[89, 65];0.21912350597609562
0.0128647584583;0.420548385889;3;[56, 13];[2, 3];[10, 5];[28];0.20743639921722115
0.00825645939215;0.437902329036;8;[12];[3];[2];[19];0.20143884892086328
0.0126938748287;0.00550559952795;3;[15];[3];[5];[68, 57];0.19378427787934188
0.00386162477001;0.0192460799909;5;[41];[3];[10];[99];0.18456375838926176
0.00489126583003;0.0269891064623;4;[59, 57];[3, 3];[10, 5];[61];0.18057921635434412
0.0180085085925;0.0170119165928;2;[38];[3];[10];[20];0.1777059773828756
0.00519365088378;0.00334142666173;6;[10, 21];[2, 2];[2, 5];[36];0.14814814814814814
0.0213796306456;0.0741577024659;1;[37, 35];[4, 3];[5, 2];[92, 26, 13];0.14775725593667544
0.00398166393046;0.687017985336;3;[39];[2];[2];[52, 28, 23];0.1330166270783848
0.00360606080409;0.214239387491;3;[22];[2];[2];[47];0.12761020881670537
0.00412688203312;0.345436932424;6;[29, 35];[4, 4];[10, 10];[9, 6];0.12183908045977011
0.00811480252964;0.052033024596;2;[43];[2];[10];[23, 23];0.11494252873563218
0.836954190536;0.104635541704;6;[16, 17];[3, 3];[10, 5];[63, 46, 12];0.10526315789473684
0.00352435587066;0.00750695092042;7;[13, 20];[4, 2];[5, 2];[24, 6, 4];0.10302351623740202
0.00982913870547;0.0142510748833;3;[12, 11];[3, 4];[10, 5];[50];0.09828571428571428
0.0135868374668;0.0274562363786;1;[55, 33];[2, 4];[10, 2];[8, 8, 8];0.09306122448979592
0.00432740687044;0.335202945003;1;[40, 29];[2, 3];[2, 2];[16, 9];0.08597748208802457
0.00336987328748;0.00461211102263;10;[21, 10];[3, 4];[5, 10];[98];0.08120035304501323
0.00420445111415;0.138923237968;1;[38, 48];[2, 4];[5, 2];[46];0.0762987012987013
0.00457250805488;0.0156418792382;2;[44, 32];[2, 3];[2, 5];[5];0.07547169811320754
0.0233679220853;0.887874560765;1;[16];[4];[10];[62, 35];0.0675422138836773
0.00810573372543;0.0216855466455;6;[45, 43];[4, 2];[10, 10];[14];0.06741573033707866
0.82132552654;0.288723459346;8;[33];[4];[5];[34, 13];0.048780487804878044
0.00348854575432;0.021867027082;4;[11, 22];[3, 2];[10, 10];[30];0.048780487804878044
0.204954371311;0.106049336977;1;[49];[2];[5];[9, 7, 7];0.041666666666666664
0.666618646229;0.52468088747;7;[44];[4];[2];[9, 6];0.03619047619047619
0.926515467595;0.214226832947;1;[44];[2];[2];[18, 9, 5];0.03619047619047619
0.362431272118;0.540657344711;3;[50];[4];[5];[55, 47];0.03619047619047619
0.430013719704;0.528440057573;3;[27, 38];[4, 3];[10, 5];[53, 18, 5];0.03619047619047619
0.637609845937;0.469501929581;2;[18, 53];[3, 2];[10, 5];[55];0.03619047619047619
0.0791501437612;0.839692387712;4;[40, 50];[2, 4];[2, 10];[14];0.03619047619047619
0.628975280287;0.561478592122;4;[36];[2];[5];[79, 63, 18];0.03619047619047619
0.70320934179;0.625697770219;1;[18, 42];[4, 4];[5, 2];[37, 11, 6];0.03619047619047619
0.996615850087;0.817706748814;8;[48, 43];[3, 3];[2, 10];[79, 9];0.03619047619047619
0.0737857451518;0.994694305064;3;[50];[2];[10];[73, 18];0.03619047619047619
0.148087845201;0.144926980799;1;[54, 50];[2, 3];[10, 10];[58, 42];0.030911901081916538
